isbn,name,author,stock,publisher,,price,borroweCount,type
,南华录,赵柏田,1,北京大学出版社,2015-05-01 00:00:00,128.00 ,,7
,哲学家们都干了些什么？,林欣浩,2,辽宁教育出版社,2011-05-01 00:00:00,26.80 ,,7
,最好金龟换酒,傅真,2,中信出版社,2013-11-01 00:00:00,39.80 ,,7
,这样装修不后悔（插图修订版）,姥姥,2,北京联合出版公司·后浪出版公司,2014-05-01 00:00:00,60.00 ,,7
,呼兰河传,萧红,2,天津人民出版社,2015-03-01 00:00:00,29.00 ,,7
,这世上没有毫无道理的横空出世,蓑依,1,江苏凤凰文艺出版社,2015-10-01 00:00:00,35.00 ,,7
,素履之往,木心,1,广西师范大学出版社,2007-01-01 00:00:00,18.00 ,,7
,PICTURA神笔涂绘（怪物星球、漫游伦敦、巴黎漫步）,陈志勇/托马斯?弗林特翰/托米斯拉夫托米奇/刘祥亚,2,新世界出版社·阳光博客,2014-05-30 00:00:00,99.00 ,,7
,一日一花,[日]川濑敏郎/杨玲,2,湖南人民出版社,2014-02-01 00:00:00,118.00 ,,7
,四季花传书,[日]川濑敏郎/杨玲/浦睿文化,2,湖南人民出版社,2015-01-01 00:00:00,78.00 ,,7
,兄弟,余华,1,作家出版社,2012-09-01 00:00:00,43.00 ,,7
,德米安:彷徨少年时,[德]赫尔曼·黑塞/林倩苇,1,中国法制出版社,2015-09-01 00:00:00,25.00 ,,7
,无器械健身,马克·劳伦/乔舒亚·克拉克,2,北京科学技术出版社,2012-09-01 00:00:00,49.00 ,,7
,革命之路,[美]理查德·耶茨/侯小翊,1,重庆出版社,2009-04-01 00:00:00,28.00 ,,7
,美食近似于爱,米果,1,中国友谊出版公司,2015-10-01 00:00:00,36.00 ,,7
,由内向外看世界,佐藤大/川上典李子/邓超,2,北京时代华文书局,2015-03-01 00:00:00,48.00 ,,7
,佐贺的超级阿嬷,[日]岛田洋七/陈宝莲,2,南海出版公司,2007-03-01 00:00:00,20.00 ,,7
,许三观卖血记,余华,1,上海文艺出版社,2004-01-01 00:00:00,17.00 ,,7
,在漫长的旅途中,星野道夫/蔡昭仪,1,上海人民出版社,2010-02-01 00:00:00,29.00 ,,7
,我们的小镇,(美)桑顿·怀尔德/但汉松,2,译林出版社,2013-09-01 00:00:00,36.00 ,,7
,地道风物001·广西,陈沂欢/主编,2,中信出版社,2015-06-01 00:00:00,49.80 ,,7
,中国居民膳食指南,中国营养学会,1,西藏人民出版社,2010-12-01 00:00:00,29.80 ,,7
,傅雷家书,傅雷,2,辽宁教育出版社,2004-07-01 00:00:00,25.00 ,,7
,五岁熊孩子教我的事,咪蒙,1,北京时代华文书局,2014-04-01 00:00:00,CNY32.00,,7
,无尽绿,宋乐天,2,北京大学出版社,2015-11-17 00:00:00,CNY55.00,,7
,我们仨,杨绛,2,生活·读书·新知三联书店,2003-07-01 00:00:00,18.80 ,,7
,送你一颗子弹,刘瑜,2,上海三联书店,2010-01-01 00:00:00,25.00 ,,7
,瓦尔登湖 (全注疏本),[美]亨利·戴维·梭罗/[美]杰弗里·S.克莱默(注疏)/杜先菊,2,华东师范大学出版社,2015-08-01 00:00:00,80.00 ,,7
,何为良好生活,陈嘉映,1,上海文艺出版社,2015-05-01 00:00:00,39.00 ,,7
,嘿，三十岁,,2,出版信息：艾明雅,2016-02-01 00:00:00,36.80 ,,7
,一句顶一万句,刘震云,2,长江文艺出版社,2009-03-01 00:00:00,29.80 ,,7
,而立·24,张艺兴,1,北京联合出版公司,2015-10-01 00:00:00,56.80 ,,7
,小狗钱钱,[德]博多·舍费尔/王钟欣/余茜,2,中国工人出版社,2002-02-01 00:00:00,15.80 ,,7
,只有医生知道!,张羽,2,江苏人民出版社,2013-01-01 00:00:00,35.00 ,,7
,鲜花帝国,[美]艾米·斯图尔特/宋博,1,商务印书馆,2014-01-01 00:00:00,40.00 ,,7
,瓦尔登湖,[美]梭罗/王家湘,2,北京十月文艺出版社,2009-01-01 00:00:00,28.00 ,,7
,你的生命有什么可能,古典,1,湖南文艺出版社,2014-05-01 00:00:00,35.00 ,,7
,兄弟,余华,2,作家出版社,2010-07-01 00:00:00,38.00 ,,7
,浮生取义,吴飞,1,中国人民大学出版社,1905-07-01 02:38:24,35.00 ,,7
,只有医生知道！2,张羽,2,江苏文艺出版社,2013-11-01 00:00:00,35.00 ,,7
,追寻生命的意义,[奥]维克多·弗兰克/何忠强/杨凤池,2,新华出版社,2003-01-01 00:00:00,12.00 ,,7
,点亮城市夜景 : 璀璨之都,韩国CHOSUNEDUCATION出版社编辑部著/吴晔,1,江苏凤凰文艺出版社,2015-11-01 00:00:00,78.00 ,,7
,为何家会伤人（升级版）,武志红,1,北京联合出版公司,2014-07-01 00:00:00,39.80 ,,7
,爱的五种语言,盖瑞·查普曼/王云良,1,中国轻工业出版社,2006-01-01 00:00:00,20.00 ,,7
,木工全书,英国DK出版社/张亦斌/李文一,1,北京科学技术出版社,2014-05-01 00:00:00,95.00 ,,7
,米格尔街,(英)V.S.奈保尔/张琪,1,南海出版公司,2013-07-01 00:00:00,28.00 ,,7
,布鲁克林有棵树,贝蒂·史密斯（BettySmith)/方柏林,1,译林出版社,2009-07-01 00:00:00,28.00 ,,7
,被嫌弃的松子的一生,[日]山田宗树/王蕴洁/刘珮瑄,1,万卷出版社,2013-10-01 00:00:00,CNY35.00,,7
,手绘的奇思妙想,丹尼·格雷戈里/姒一,2,上海人民美术出版社,2010-01-01 00:00:00,68.00 ,,7
,窥视印度,妹尾河童/姜淑玲,2,生活·读书·新知三联书店,2004-10-01 00:00:00,18.00 ,,7
,和妈妈如影随形的日子,红茶,1,生活·读书·新知三联书店生活书店出版有限公司,2015-06-01 00:00:00,39.00 ,,7
,咖啡品鉴大全,田口护/书锦缘,2,辽宁科学技术出版社,2009-01-04 00:00:00,49.80 ,,7
,随园食单,(清)袁枚,2,江苏古籍出版社,2000年,6.00 ,,7
,留住手艺,盐野米松/英珂,2,广西师范大学出版社,2012-10-01 00:00:00,35.00 ,,7
,万水千山走遍,三毛,2,北京十月文艺出版社,2011-07-01 00:00:00,24.00 ,,7
,干校六记,杨绛,1,生活·读书·新知三联书店,2010-07-01 00:00:00,16.00 ,,7
,我们，一次旅行,[英]大卫?尼克斯/王爱燕,1,南海出版公司,2015-09-01 00:00:00,39.50 ,,7
,一个人住的每一天,（日）高木直子/顾峰峰/书中缘/书锦缘,1,辽宁科学技术出版社,2011-06-01 00:00:00,25.00 ,,7
,梅子青时,张哲/刘梅香,2,北京联合出版公司,2015-09-01 00:00:00,39.80 ,,7
,非暴力沟通,[美]马歇尔·卢森堡/阮胤华,1,华夏出版社,2009-01-01 00:00:00,29.00 ,,7
,柴犬绅士,[美]大卫·冯/[美]叶娜·金/糸色空,2,北京联合出版公司,2015-10-01 00:00:00,68.00 ,,7
,乐之本事,,1,出版信息：焦元溥,广西师范大学出版社,,,7
,目送,龙应台,1,广西师范大学出版社,2014-01-01 00:00:00,43.00 ,,7
,瓦尔登湖,[美]梭罗/徐迟,1,上海译文出版社,2006-08-01 00:00:00,11.00 ,,7
,肚子饿万岁,高木直子/香冰,1,北京联合出版公司,2015-05-01 00:00:00,39.90 ,,7
,匠人,申赋渔/浦睿文化,1,民主与建设出版社,2015-07-01 00:00:00,66.00 ,,7
,人在纽约,【美】布兰登?斯坦顿/张红,1,重庆出版社,2015-05-01 00:00:00,88.00 ,,7
,自由,[美]乔纳森·弗兰岑/缪梅,2,南海出版公司,2012-05-01 00:00:00,49.50 ,,7
,翡翠岛编年,包慧怡,2,上海三联书店,2015-01-01 00:00:00,29.80 ,,7
,最简单的小户型收纳整理术,日本主妇与生活社/吴宣劭,1,江西科学技术出版社,2012-10-01 00:00:00,42.00 ,,7
,幸福的拾荒者,胡歌,1,接力出版社,2007-06-01 00:00:00,28.00 ,,7
,Lens·视觉002：想在一生中做一件正确的事,Lens,2,中信出版社,2015-08-01 00:00:00,42.00 ,,7
,Steal Like an Artist,AustinKleon,2,WorkmanPublishingCompany,2012-02-28 00:00:00,USD12.95,,7
,Lens·目客001:花朵与我,Lens,1,中信出版社,2015-04-01 00:00:00,42.00 ,,7
,一个人也要美美哒,彭彭,2,上海社会科学院出版社,2015-07-01 00:00:00,29.80 ,,7
,地理学与生活（插图第11版）,[美]阿瑟·格蒂斯(ArthurGetis)/朱迪丝·格蒂斯(JudithGetis)/杰尔姆·D·费尔曼(JeromeD.Fellmann)/黄润华/韩慕康/孙颖,1,世界图书出版公司·后浪出版公司,2013-08-01 00:00:00,88.00 ,,7
,我想给你拍张照,林帝浣,1,北京联合出版公司,2015-08-01 00:00:00,38.00 ,,7
,闲情偶寄,(清)李渔/江巨荣/卢寿荣/校注,1,上海古籍出版社,2000-05-01 00:00:00,29.00 ,,7
,大自然笔记,任众,1,中信出版社,2014-07-01 00:00:00,49.80 ,,7
,时时刻刻,(美)迈克尔·坎宁安/王家湘,1,人民文学出版社,2012-01-01 00:00:00,25.00 ,,7
,蓝色笔记本,孙笑冬,2,上海文艺出版社,2001-11-01 00:00:00,12.00 ,,7
,纠正,乔纳森·弗兰岑/朱建迅/李晓芳,2,译林出版社,2013-06-30 00:00:00,49.50 ,,7
,我不喜欢这世界，我只喜欢你,乔一,2,湖南少年儿童出版社,2015-05-01 00:00:00,29.80 ,,7
,陪安东尼度过漫长岁月,安东尼,2,长江文艺出版社,2008-03-01 00:00:00,18.00 ,,7
,一生里的某一刻,张春,2,人民文学出版社,2015-01-01 00:00:00,38.00 ,,7
,人长大了，开心都想哭,马马也,2,作家出版社,2015-11-01 00:00:00,36.00 ,,7
,他们最幸福,大冰,1,中信出版社,2013-09-01 00:00:00,35.00 ,,7
,枕草子,[日]清少纳言/周作人/世纪文景,1,出版信息：上海人民出版社,2015-04-01 00:00:00,59.00 ,,7
,安然于行的幸福,【美】梅丽莎?道尔顿?布拉德福德/王怡康,2,北京时代华文书局·阳光博客,2015-08-31 00:00:00,38.00 ,,7
,正午故事001,正午,2,广西师范大学出版社,2015-12-01 00:00:00,36.00 ,,7
,一個人住第5年,高木直子/洪俞君,2,大田,2004-12-01 00:00:00,NT$220,,7
,孤儿列车,[英]克里斯蒂娜·贝克·克兰/胡绯,1,湖南文艺出版社,2015-05-01 00:00:00,36.00 ,,7
,时差党,曾良君,2,北京联合出版公司,2013-12-31 00:00:00,32.80 ,,7
,兰屿之歌 清泉故事,[美]丁松青/三毛,1,北京十月文艺出版社,2015-06-01 00:00:00,39.50 ,,7
,时蔬小话,阿蒙,2,商务印书馆,2014-05-01 00:00:00,32.00 ,,7
,爱情故事,,1,出版信息：张佳玮,华东师范大学出版社,,,7
,生命最后的读书会,﹝美﹞威尔?施瓦尔贝/姜莹莹,1,中国友谊出版公司,2013-08-01 00:00:00,38.00 ,,7
,感谢自己的不完美,武志红,1,中国华侨出版社,2014-04-01 00:00:00,CNY32.80,,7
,亲密关系,[加]克里斯多福·孟/余惠玲/张德芬,2,山西经济出版社,2011-03-01 00:00:00,28.00 ,,7
,核心基础运动,[美]埃里克·古德曼/彼得·帕克/阎惠群,2,北京联合出版公司·后浪出版公司,2015-06-01 00:00:00,58.00 ,,7
,为何爱会伤人,武志红,2,北京联合出版公司,2012-12-01 00:00:00,39.00 ,,7
,为何家会伤人,武志红,1,世界图书出版公司,2007-05-01 00:00:00,27.00 ,,7
,彼得·科恩木工基础,彼得·科恩/王来/马菲,2,北京科学技术出版社,2013-01-01 00:00:00,49.80 ,,7
,你是我最晴朗的客人,田媛,2,中国友谊出版公司,2015-10-01 00:00:00,36.00 ,,7
,西尔斯怀孕百科,西尔斯/等,1,南海出版公司,2009-03-01 00:00:00,29.80 ,,7
,生活的艺术,林语堂/越裔汉,1,陕西师范大学出版社,2006-02-01 00:00:00,24.80 ,,7
,MUJI 無印良品,[日]良品計畫株式會社/朱锷,1,广西师范大学出版社,2010-11-01 00:00:00,150.00 ,,7
,当下的力量,[德]埃克哈特·托利/曹植,1,中信出版社,2009-01-01 00:00:00,26.00 ,,7
,这一生，至少当一次傻瓜（精装版）,[日]石川拓治/王蕴洁,1,南海出版公司,2015-03-01 00:00:00,35.00 ,,7
,生活在别处,米兰?昆德拉/袁筱一,1,上海译文出版社,2011-01-01 00:00:00,32.00 ,,7
,忧伤的时候，到厨房去,（土耳其）爱诗乐·沛克/韩玲,1,北京联合出版公司,2015-06-01 00:00:00,38.00 ,,7
,这书能让你戒烟,亚伦?卡尔/严冬冬,2,吉林文史出版社,1905-06-30 00:00:00,29.00 ,,7
,旅行的艺术,[英]阿兰·德波顿/南治国/彭俊豪/何世原,1,上海译文出版社,2004-04-01 00:00:00,16.80 ,,7
,生活在别处,[捷克]米兰·昆德拉/袁筱一,1,上海译文出版社,2004-05-01 00:00:00,25.00 ,,7
,如光影常在,张小溪/浦睿文化,1,出版信息：湖南美术出版社,2015-09-01 00:00:00,68.00 ,,7
,黄,安东尼,1,长江文艺出版社,2014-03-01 00:00:00,28.80 ,,7
,生活十讲,蒋勋,1,广西师范大学出版社,2010-05-01 00:00:00,26.00 ,,7
,橙,安东尼,2,长江文艺出版社,2010-10-01 00:00:00,28.80 ,,7
,当我谈跑步时，我谈些什么,[日]村上春树/施小炜,1,南海出版公司,2010-06-01 00:00:00,25.00 ,,7
,站在两个世界的边缘,程浩（伯爵在城堡）,1,广西师范大学出版社,2013-10-01 00:00:00,35.00 ,,7
,虫子旁,朱赢椿,1,湖南人民出版社,2014-09-01 00:00:00,48.00 ,,7
,藏地白皮书·十年爱情见证版,傅真/毛铭基,1,中信出版社,2013-06-01 00:00:00,32.00 ,,7
,欢喜,吴伯凡/梁冬,1,中信出版社,2012-11-01 00:00:00,35.00 ,,7
,人在欧洲,龙应台,2,三联书店,1997-12-01 00:00:00,7.80 ,,7
,茶之书,〔日〕冈仓天心（KakuzoOkakura）/谷意,1,山东画报出版社,1905-07-02 00:00:00,15.00 ,,7
,生活本身,罗杰·伊伯特/张文思,1,世界图书出版公司北京公司,2015-03-01 00:00:00,CNY68.00,,7
,真实的幸福,【美】马丁?塞利格曼（MartinE.P.Seligman）/洪兰,2,万卷出版公司,1905-07-02 19:12:00,45.00 ,,7
,无声告白,[美]伍绮诗/孙璐,1,江苏凤凰文艺出版社,2015-07-01 00:00:00,35.00 ,,7
,一个人的朝圣,【英】蕾秋·乔伊斯/黄妙瑜,1,北京联合出版公司,2013-09-01 00:00:00,32.80 ,,7
,秘密花园,[英]乔汉娜·贝斯福,2,北京联合出版公司,2015-06-01 00:00:00,42.00 ,,7
,把生命浪费在美好的事物上,吴晓波,2,浙江大学出版社,2015-05-01 00:00:00,CNY42.00,,7
,在西伯利亚森林中,[法]西尔万·泰松/周佩琼,2,上海文艺出版社,2015-09-01 00:00:00,39.00 ,,7
,不在他方,陈绮贞,2,中信出版社,2015-08-15 00:00:00,42.00 ,,7
,当你的才华还撑不起你的梦想时,特立独行的猫,1,武汉出版社,2016-01-01 00:00:00,36.80 ,,7
,高难度谈话,[美]道格拉斯·斯通/布鲁斯·佩顿/希拉·汉/王甜甜,2,中国城市出版社,2011-02-01 00:00:00,38.00 ,,7
,藏在这世间的美好,鼹鼠的土豆,1,武汉出版社,2015-04-01 00:00:00,32.80 ,,7
,拖延心理学,[美]简·博克(JaneB.Burka)/[美]莱诺拉·袁(LenoraM.Yuen)/蒋永强/陆正芳,2,中国人民大学出版社,2009-12-01 00:00:00,39.80 ,,7
,按自己的意愿过一生,,1,出版信息：王潇,2016-01-01 00:00:00,,,7
,"素食,跑步,修行",斯科特·尤雷克/史蒂夫·弗里德曼/李颖琦,1,南京大学出版社,2015-06-01 00:00:00,CNY36.00,,7
,十一种孤独,（美）理查德·耶茨/陈新宇,1,上海译文出版社,2010-01-01 00:00:00,20.00 ,,7
,当我谈跑步时，我谈些什么（2015典藏版）,（日）村上春树/施小炜,1,南海出版公司,2015-09-01 00:00:00,36.00 ,,7
,别做正常的傻瓜,奚恺元,2,机械工业出版社,2006-08-01 00:00:00,28.00 ,,7
,重逢,石钟山,2,江西人民出版社,2015-12-01 00:00:00,35.00 ,,7
,四季便当,[日]吉井忍,1,广西师范大学出版社,2014-10-01 00:00:00,69.00 ,,7
,奔跑的月光,胡学文,1,中国电影出版社,2015-05-01 00:00:00,32.00 ,,7
,坦白书,马良,1,湖南文艺出版社,2012-09-01 00:00:00,38.00 ,,7
,英国人的言行潜规则,(英)凯特·福克斯/姚芸竹,2,生活·读书·新知三联书店,2010-10-01 00:00:00,37.00 ,,7
,厨房,[日]吉本芭娜娜/李萍,2,上海译文出版社,2009-10-01 00:00:00,22.00 ,,7
,一起来吃早午餐,Pan小月,2,中国轻工业出版社,2015-05-01 00:00:00,38.00 ,,7
,东京日和,[日]荒木经惟/[日]荒木阳子/罗嘉/重庆大学出版社,1,出版信息：楚尘文化,2013-01-01 00:00:00,68.00 ,,7
,设计心理学,[美]唐纳德·A·诺曼/梅琼,2,中信出版社,2010-03-01 00:00:00,30.00 ,,7
,植物知道生命的答案,[美]丹尼尔?查莫维茨/刘夙,2,长江文艺出版社,2014-01-31 00:00:00,35.00 ,,7
,怦然心動的人生整理魔法,近藤麻理惠/陳光棻,1,方智出版社股份有限公司,2011-10-01 00:00:00,NT$250,,7
,爱情笔记,（英）阿兰·德波顿/孟丽,1,上海译文出版社,2004-04-01 00:00:00,16.00 ,,7
,东霓,笛安,1,长江文艺出版社,2010-07-01 00:00:00,26.80 ,,7
,树的秘密生活,[英]科林·塔奇/姚玉枝/彭文/张海云,2,商务印书馆,2015-06-01 00:00:00,65.00 ,,7
,刺猬的优雅,[法]妙莉叶·芭贝里/史妍/刘阳,1,南京大学出版社,2010-02-01 00:00:00,25.00 ,,7
,心碎是爱情最美的样子,[美]梅根·莱斯洛琦/淡豹/浦睿文化,1,出版信息：湖南人民出版社,2015-08-01 00:00:00,38.00 ,,7
,我们的关系如此狭窄,苍井暖,2,武汉大学出版社,2015-09-20 00:00:00,35.00 ,,7
,一天,(英)大卫·尼克斯/王臻,1,南海出版公司,2012-01-01 00:00:00,29.80 ,,7
,多田便利屋,[日]三浦紫苑/田肖霞,2,人民文学出版社,2008-10-01 00:00:00,20.00 ,,7
,我曾这样寂寞生活：辛波斯卡诗选2,[波]维斯拉瓦·辛波斯卡/胡桑,1,湖南文艺出版社,2014-02-01 00:00:00,30.00 ,,7
,十四堂人生创意课,李欣频,2,电子工业出版社,2008-01-01 00:00:00,26.00 ,,7
,蒂凡尼的早餐,[美]杜鲁门·卡波特/董乐山/朱子仪,2,南海出版公司,2015-05-01 00:00:00,35.00 ,,7
,被劫持的私生活,肉唐僧,2,山西人民出版社,2008-09-01 00:00:00,26.00 ,,7
,身体知道答案,武志红,2,鹭江出版社,2013-01-01 00:00:00,36.00 ,,7
,下乡养儿,冯丽丽,1,新星出版社,2014-05-01 00:00:00,36.00 ,,7
,不去会死！,[日]石田裕辅/刘惠卿,1,上海译文出版社,2010-04-01 00:00:00,28.00 ,,7
,普罗旺斯的一年,[英]彼得·梅尔/逸文,1,陕西师范大学出版社,2004-04-01 00:00:00,29.80 ,,7
,6点27分的朗读者,[法]让-保尔?迪迪耶洛朗/周小珊,2,广西师范大学出版社·理想国,2015-01-15 00:00:00,32.00 ,,7
,生命的重建,露易丝·海/徐克茹,2,中国宇航出版社,2008-01-01 00:00:00,22.80 ,,7
,松浦彌太郎的100個基本,松浦弥太郎/黃薇嬪,2,悦知文化,2013-05-01 00:00:00,NT$290,,7
,生命中最简单又最困难的事,[美]大卫·福斯特·华莱士/焉沁绘/龙彦/马磊,2,北京时代华文书局·阳光博客,2015-12-01 00:00:00,32.00 ,,7
,当我谈跑步时我谈些什么,[日]村上春树/施小炜,2,南海出版公司,2009-01-01 00:00:00,25.00 ,,7
,何必等来生,燕子,1,化学工业出版社,2015-07-01 00:00:00,49.80 ,,7
,硬派健身,斌卡,1,湖南文艺出版社,2015-05-01 00:00:00,48.00 ,,7
,遇见未知的自己,张德芬,1,华夏出版社,2008-01-01 00:00:00,29.00 ,,7
,大萝卜和难挑的鳄梨,(日)村上春树/施小炜,1,南海出版公司,2014-10-01 00:00:00,39.00 ,,7
,爱吃沙拉的狮子,[日]村上春树/施小炜,2,南海出版公司,2015-05-01 00:00:00,39.00 ,,7
,匠人,[美]理查德·桑内特/李继宏,2,上海译文出版社,2015-07-01 00:00:00,45.00 ,,7
,我喜爱一切不彻底的事物,张定浩,2,华东师范大学出版社,2015-07-01 00:00:00,39.80 ,,7
,美丽圣经,[美]宝拉·培冈,2,安徽文艺出版社,2006-10-01 00:00:00,58.00 ,,7
,走到人生边上,杨绛,1,商务印书馆,2007-08-01 00:00:00,16.00 ,,7
,遇见苏格拉底，我的人生睡醒了,[英]朱尔斯·埃文斯/贝小戎,1,中信出版社,2015-06-01 00:00:00,38.00 ,,7
,生命要浪费在美好的事物上,【台湾】朵朵,2,光明日报出版社,2015-05-01 00:00:00,35.00 ,,7
,舌尖上的历史,(美)斯坦迪奇/杨雅婷,1,中信出版社,2014-07-01 00:00:00,38.00 ,,7
,梦幻书店,[日]清水玲奈/曹逸冰,1,新星出版社,2015-07-01 00:00:00,79.50 ,,7
,愿生命从容,周国平,1,北京十月文艺出版社,2015-06-15 00:00:00,39.80 ,,7
,长尾理论,[美]克里斯?安德森(ChrisAnderson)/乔江涛/石晓燕,2,中信出版社,1905-07-04 00:00:00,68.00 ,,7
,无印良品的人气菜肴,[日]中村新/曹逸冰/吉井忍,2,中信出版社,2015-05-31 00:00:00,39.80 ,,7
,财务自由之路,博多·舍费尔/刘元,1,南海出版社,2010-01-01 00:00:00,28.00 ,,7
,我不是教你诈,[美]刘墉,1,接力出版社,2003-02-01 00:00:00,43.00 ,,7
,1cm的美好,【韩】金银珠/潘晓君,2,北京时代华文书局·阳光博客,2015-07-01 00:00:00,38.00 ,,7
,幸福了吗?,白岩松,2,长江文艺出版社,2010-09-10 00:00:00,29.00 ,,7
,Low Fashion:老发烧,张璇,1,武汉大学出版社,2015-07-01 00:00:00,39.80 ,,7
,幸福的另一种含义,[法]马克·李维/陈睿,2,湖南文艺出版社,2015-05-20 00:00:00,36.00 ,,7
,幸福的建筑,[英]阿兰·德波顿/冯涛,1,上海译文出版社,2007-03-01 00:00:00,21.00 ,,7
,蛙,莫言,2,作家出版社,2012-10-01 00:00:00,32.00 ,,7
,文·堺雅人：憧憬的日子,(日)堺雅人/杨珍珍,1,人民文学出版社,2014-11-01 00:00:00,30.00 ,,7
,文·堺雅人：健康的日子,(日)堺雅人/郭晓丽,1,人民文学出版社,2014-11-01 00:00:00,35.00 ,,7
,且将生活一饮而尽,李座峰,2,中国华侨出版社,2015-11-01 00:00:00,36.80 ,,7
,皮囊,蔡崇达,2,天津人民出版社,2014-12-01 00:00:00,39.80 ,,7
,怦然心动的人生整理魔法,〔日本〕近藤麻理惠/徐明中,2,译林出版社,2012-05-01 00:00:00,28.00 ,,7
,就喜欢你看不惯我又干不掉我的样子,白茶,1,长江文艺出版社,2015-05-05 00:00:00,46.00 ,,7
,一个人的朝圣2：奎妮的情歌,蕾秋·乔伊斯/袁田,1,北京联合出版公司,2015-08-11 00:00:00,36.00 ,,7
,这就是台湾，这才是台湾,廖信忠,2,九州出版社,2015-07-01 00:00:00,45.00 ,,7
,习惯的力量,[美]查尔斯·杜希格(CharlesDuhigg)/吴奕俊/曹烨,2,中信出版社,2013-03-01 00:00:00,42.00 ,,7
,在不安的世界安静的活,王欣,1,北京十月文艺出版社,2014-08-01 00:00:00,CNY35.00,,7
,乱时候，穷时候,姜淑梅/浙江人民出版社,1,出版信息：铁葫芦图书,2013-10-16 00:00:00,32.80 ,,7
,我爱这哭不出来的浪漫,严明,2,广西师范大学出版社,2014-07-01 00:00:00,35.00 ,,7
,住宅设计解剖书,増田奏/赵可,2,南海出版公司,2013-09-01 00:00:00,39.00 ,,7
,婚姻史,伊丽莎白?阿伯特/孙璐,1,中央编译出版社,2014-04-01 00:00:00,49.80 ,,7
,西决,笛安,1,长江文艺出版社,2009-03-01 00:00:00,22.80 ,,7
,世间的盐,高军,1,中国华侨出版社,2012-05-01 00:00:00,32.00 ,,7
,你心柔软，却有力量,,2,出版信息：长江文艺出版社,2015-04-28 00:00:00,39.80 ,,7
,我不要在庸碌中老去,沈善书,2,江苏凤凰文艺出版社,2015-07-01 00:00:00,35.00 ,,7
,为什么我们爱得这么累,[日]加藤谛三/吴倩,1,新星出版社,2015-08-01 00:00:00,38.00 ,,7
,挺住，意味着一切,赵星,2,北京联合出版公司,2013-04-01 00:00:00,29.80 ,,7
,像猪一样自在,[英]西蒙?道森/李平王智勇,1,东方出版社,2015-10-01 00:00:00,38.00 ,,7
,食帖05：全宇宙都在吃甜品,林江主编,1,中信出版社,2015-09-15 00:00:00,39.00 ,,7
,厨房里的人类学家,庄祖宜,2,文化艺术出版社,2012-12-01 00:00:00,38.00 ,,7
,The Life-Changing Magic of Tidying Up,MarieKondo,1,TenSpeedPress,2014-10-14 00:00:00,USD16.99,,7
,涡虫,[日]山本文绪/李洁,1,南海出版公司,2012-07-01 00:00:00,25.00 ,,7
,忘记亲一下,幾米,2,现代出版社,2015-09-01 00:00:00,45.00 ,,7
,原來手帳這樣玩,鄧小熊(鄧家瑛),2,野人文化股份有限公司,2014-10-08 00:00:00,NT$320,,7
,时间会证明一切,辉姑娘,1,中信出版社,2015-05-01 00:00:00,38.00 ,,7
,岛上书店,[美]加布瑞埃拉·泽文/孙仲旭/李玉瑶,2,江苏凤凰文艺出版社,2015-05-01 00:00:00,CNY35.00,,7
,食帖06：理想身材，吃即王道！,林江主编,1,中信出版集团股份有限公司,2015-11-01 00:00:00,39.00 ,,7
,我比谁都相信努力奋斗的意义,伊心,1,天津人民出版社,2015-06-01 00:00:00,36.00 ,,7
,你会想念你自己吗,张小娴,2,中信出版社,2015-09-01 00:00:00,39.80 ,,7
,女性健康私密书,[日]赤枝恒雄/石河亚纪子/土屋真弓野田顺子/孙丽平,1,华夏出版社,2012-02-01 00:00:00,18.00 ,,7
,人间卧底,马良,1,广西师范大学出版社,2015-05-01 00:00:00,38.00 ,,7
,毫无必要的热情,刘天昭,2,译林出版社,2015-04-01 00:00:00,29.80 ,,7
,优雅与质感,[日]石田纯子/宋佳静,2,漓江出版社,2012-10-01 00:00:00,28.00 ,,7
,别怕，有我在,这么远那么近/宋小君/烟波人长安/午歌/苏更生/老妖/居经纬/驹小柒/骆瑞生/乔诗伟/仇小丫/刘小甜/豆豆/江山/老丑/常馨予/渡渡/肖爻悄悄/张志莉/张仲阳/春杉大道/灶良/小江,1,北京联合出版公司,2015-08-01 00:00:00,36.00 ,,7
,红,安东尼,2,长江文艺出版社,2012-12-01 00:00:00,28.80 ,,7
,布鲁克林,[爱尔兰]科尔姆·托宾/柏栎,2,人民文学出版社,1905-07-02 01:12:00,24.00 ,,7
,精力管理,（美）洛尔等/付涛,2,中信出版社,2003-12-01 00:00:00,25.00 ,,7
,30岁前别结婚,[美]陈愉/王剑波,1,中信出版社,2012-05-01 00:00:00,32.00 ,,7
,食帖04：肉！肉！肉！,林江主编,1,中信出版社,2015-06-01 00:00:00,39.00 ,,7
,我已经结婚了  我心情还不好,[挪威]阿澜·卢/宁蒙,2,浙江文艺出版社,2014-11-01 00:00:00,35.00 ,,7
,无非求碗热汤喝,张佳玮,2,译林出版社,2012-08-01 00:00:00,26.80 ,,7
,乖，摸摸头,大冰,1,湖南文艺出版社,2014-09-01 00:00:00,36.00 ,,7
,请尊重一个姑娘的努力,杨熹文,2,江苏凤凰文艺出版社,2015-10-01 00:00:00,35.00 ,,7
,我在最温暖的地方等你,刘墨闻,1,九州出版社,2015-03-01 00:00:00,36.00 ,,7
,世间所有的美好，都是因为坚持,没头脑也很高兴,2,新星出版社,2015-10-15 00:00:00,38.00 ,,7
